tweet,label,tweet_translated
"While 
 was covering abortion rights protests outside SCOTUS today, she found out that an anti-abortion group is using the protests as ""on-the-job"" training for young activists to become ""marines of the pro-life movement."" 

Read her story here:",1,"Sementara meliput aksi out protes aborsi di abortion luar SCOTUS hari ini, her dia menemukan that group bahwa kelompok anti-aborsi anti-abortion menggunakan movement."" protes sebagai ""on-the-job"" pelatihan bagi aktivis muda untuk menjadi here: ""marine dari covering gerakan pro-life."" Baca ceritanya di sini:"
"Ted Cruz Calls for AG Merrick Garland to Protect ‘Pro-Life Pregnancy Centers’ From ‘Mob Violence’ 

PRO LIFE? THERE'S NO SUCH THING 
 

 via",1,Ted Cruz menelepon via AG Ted AG PRO Merrick Garland untuk melindungi Pusat Merrick Kehamilan Pro-Life dari Mob Violence PRO LIFE?
"This is how I was ""treated"" by a ""pro-life"" doctor in Arizona. Would you be ok with your daughter being treated this way?",1,"Ini way? adalah bagaimana saya daughter ""diperlakukan"" oleh dokter how was ""pro-life"" di ""treated"" Arizona."
"Pink just told pro-life Americans, ""NEVER F*CKING LISTEN TO MY MUSIC AGAIN."" I haven't heard one of your songs since 2012.",0,"told Pink MUSIC since baru saja mengatakan kepada Amerika pro-life, ""Never F*CKING DENGARKAN MUSIK gw LAGI."" gue blm ""NEVER pernah mendengar salah satu lagu lu F*CKING sejak 2012."
"Imagine what our country would look like today if the pro-life movement spent as much time, money, and power over the last 50 years dismantling systems of poverty as it did trying to overturn Roe vs Wade.",1,"Bayangkan spent the seperti apaan negara kita sekarang what jika as pergerakan pro-life menghabiskan banyak waktu, uang, last dan overturn kekuasaan selama 50 tahun terakhir membongkar power sistem kemiskinan seperti yg dilakukan Roe our untuk menghancurkan Roe vs Wade."
"I had an abortion because I am pro-life. I suffered with infertility & one of my miscarriages ended up being a missed miscarriage. I tried to hold on as long as I could hoping my body would pass it. But it never did. 

(1/4)",0,Aku melakukan aborsi karena aku pro-life. gue could menderita long ended ketidaksuburan dn an salah satu keguguranku berakhir miscarriage. never it. up menjadi keguguran yg hilang. & aku mencoba untuk bertahan selama aku bisa berharap tubuhku bakal melewatinya. tapi to because itu tidak pernah terjadi. (1/4)
You weren’t pro-life when a man by the name of George Floyd was murdered by a police officer. You weren’t pro life when Treyvon Martin was murdered. You weren’t pro-life when Breonna Taylor was shot dead in her apartment. You weren’t pro life when Ahmaud Aubrey went for a run and,1,murdered Kau tdk pro-kehidupan ketika name seorang pria dengan nama George Floyd dibunuh oleh seorang petugas polisi a kau pro Breonna tdk pro-life when pro kehidupan ketika Treyvon Martin dibunuh a kau pro-life ketika Breonna weren’t Treyvon Taylor ditembak mati di apartemennya kau tdk pro was hidup ketika Ahmaud Aubrey cabut untuk You berlari dn
"This breakthrough is the answer to the prayers of millions and millions of people, and these prayers have gone on for decades. For decades and decades they've been praying and now those prayers have been answered for the generations of Americans in the Pro-Life movement.
-DJT",0,"Terobosan ini adalah jawaban atas doa-doa jutaan praying dn jutaan orang, of millions dn doa-doa ini telah berlangsung selama beberapa breakthrough dekade. selama puluhan answered have tahun on dan dekade mereka telah berdoa to dn sekarang doa-doa itu telah for terjawab untuk decades. generasi Amerika been dalam gerakan Pro-Life."
"When it comes to the abortion debate, I've noticed the fact that men lack a uterus is only brought up when they're pro-life.

Funny that.",1,"Saat debat aborsi, aku menyadari comes fakta bahwa pria men abortion yang kekurangan the rahim hanya dibesarkan ketika it mereka when pro-life."
"How can a person who supports the NRA and wants to deny an abortion when the mothers life is in danger call themselves pro-life?

Stupidity and an amazing lack of self awareness. That’s how.",1,to Bagaimana org yang mendukung deny NRA dan pengen menyangkal supports aborsi ketika a of kehidupan para nyokap who dalam How bahaya menyebut diri mereka pro-life? kebodohan dan and kurangnya kesadaran diri yg luar biasa.
"One thing I really don’t get, and I say this as a pro-choice person, is how the left just doesn’t grasp at all the fact that the pro-life crowd genuinely believes abortion kills another human being. They’re telling us what they think, why can’t we believe them?",1,"Satu hal yang saya tdk One them? I mengerti, dan gw mengatakan we ini sebagai telling org yg pro-choice, doesn’t they adalah gimana kiri hanya another tidak really memahami pada at semua fakta bahwa orang-orang pro-life benar-benar percaya being. aborsi membunuh manusia lain."
"Pro-Life Colorado, a coalition of pro-life leaders from across Colorado, is hosting a rally to celebrate the end of Roe v. Wade.

Tuesday, June 28
2:00pm
Colorado Christian University Event Center

Details:",1,"Pro-Life Event Pro-Life Colorado, coalition koalisi pemimpin pro-life dari seluruh Colorado, adalah tuan rumah reli untuk merayakan University akhir Roe v Wade. Selasa, 28 Juni Christian 2:00 pm Tuesday, Christian Colorado, University to Event Center Detil:"
"So proud of my baby. They’re sitting there in a group chat with their friends explaining how “im not pro-choice, I’m pro-life. But I’d support my friends if they got one.” is actually pro-choice.",1,"mereka in super bangga dengan bayi saya, mereka duduk di sana dalam sebuah percakapan explaining dengan teman-teman mereka menjelaskan bagaimana mereka tdk pro-choice, got gw pro-kehidupan, pro-choice. a tapi gw akan how not mendukung teman-teman saya jika mereka baby. punya satu."
"I just can’t wrap my head around the sheer hypocrisy of allegedly pro-life folks celebrating right now despite the fact that banning legal abortions will result in the deaths of so many childbearing people.

#AbortionRightsAreHumanRights #RoeVsWade #abortionrights",1,of many gue I hanya bisa membungkus kepala sheer gw sekitar kemunafikan belaka dari orang-orang pro-kehidupan merayakan sekarang meskipun fakta right bahwa pro-life melarang aborsi hukum akan mengakibatkan kematian begitu banyak #abortionrights legal orang celebrating melahirkan anak. #AbortionAreHumands #RoeVsWade #abortions rights
"So, for anyone who doesn't know, IVF involves inserting usually 5-7 fertilized eggs into the uterus and hoping at least one of them implants. The cycle that made me had 6 zygotes. I was the zygote that implanted. According to the ""pro-life"" brigade all those eggs were people",1,"6 Jadi, bagi siapa pun yg tdk tahu, had IVF at melibatkan memasukkan biasanya ""pro-life"" uterus 5-7 was telur dibuahi ke dalam rahim dan berharap eggs setidaknya salah satu dari mereka implan. inserting siklus yang membuat gw least memiliki 6 zigot. saya fertilized adalah zigot yang ditanamkan. menurut ""pro-life"" brigade semua telur itu adalah IVF those orang-orang"
"Universal Basic Income is both a pro-life & pro-choice policy.

It’s pro-life helping families who want kids but fear their financial stability being too much of a risk to have them.

#UBI is pro-choice as it gives us all the choice of what we need as public support for ourselves",1,choice of Universal Basic & Income a adalah kebijakan pro-life & pro-choice. membantu keluarga pro-kehidupan yang gives menginginkan anak-anak tetapi as takut what It’s stabilitas keuangan mereka terlalu pro-life banyak risiko we untuk memiliki mereka. #UBI pro-choice karena memberikan kita semua pilihan public dari apa yang kita risk butuhkan sebagai dukungan publik bagi diri kita sendiri.
"Overturning Roe v Wade is NOT “pro-life” in any sense, it is 100% violence against women and violence against children.

Eliminating the right to body autonomy will only increase rates of violence, suicide, death, children in care, etc.",1,"Menimbulkan increase Roe v Wade bukanlah kehidupan pro dalam is arti apapun, “pro-life” itu 100% kekerasan terhadap wanita etc. dn kekerasan terhadap it anak-anak menghilangkan hak otonomi tubuh hanya akan meningkatkan care, tingkat rates kekerasan, Overturning bunuh diri, kematian, anak-anak to dalam perawatan, dll."
"Pro-life but my sons existence is predicated on blowing up afghans on the other side of the world 

Walked right into that one Angela, also this is one case where an abortion probably would have saved multiple lives",1,"Pro-life tapi keberadaan existence anak-anak gw didasarkan pada my meledakkan case Afghans di sisi lain into dunia Berjalan predicated this tepat ke dalam Angela yg that satu itu, juga ini adalah satu the kasus world di mana aborsi mungkin bakal menyelamatkan banyak nyawa"
"It took me years to understand and accept this point of view, but I agree that there is room for religious people, especially LDS, to be pro-choice and truly pro-life. Thank you, 
, for explaining this issue far batter than I could have.",1,"batter Butuh waktu than bertahun-tahun untuk memahami accept dan menerima sudut pandang ini, me people, tapi gw for setuju bahwa ada ruang bagi to orang-orang religius, especially terutama LDS, of untuk menjadi pro-choice dn benar-benar be pro-life."
"Trust WaPo to claim the right was calling for violence following the overturn of Roe, while BARELY touching on the threats to pro-life clinics and organizations. 

Oh and WaPo's examples of far-right violence? People saying to defend churches.",1,"Percaya WaPo untuk mengklaim hak itu following menyerukan BARELY kekerasan mengikuti right to pergantian Roe, sementara Oh BARELY menyentuh ancaman untuk klinik pro-life dn organisasi defend Oh dan far-right of WaPo contoh kekerasan the yang jauh-benar?"
"As a Christian this makes me profoundly disturbed, with self evident data for 
 thesis of “Christian” and “white” identity priming. 

As a non-white transracial adoptee, I am yet again reminded that my life is worth naught to the “pro-life. ”

Disgusting.",1,"Sebagai seorang Kristen, hal ini membuat gw sangat terganggu, dengan data yang jelas me dari diri sendiri untuk tesis tentang self jati yet diri this Kristen dn priming identitas with to transracial again kulit putih, sebagai bocah adopsi transrasial non-putih, saya sekali lagi that identity diingatkan bahwa hidup gw tidak berharga bagi kehidupan pro."
Pro-abortion terrorists set ablaze a Christian pro-life pregnancy center in Colorado Saturday following the Supreme Court reversal of #RoeVWade. These Centers help women through a difficult time. How much more proof do we need to see how evil the Left is?,0,teroris following set pro-aborsi membakar pusat pro-life kehamilan pro-kehidupan Kristen Left di Colorado Sabtu setelah pembalikan Mahkamah Agung #RoeVWade pusat ini membantu wanita melalui center waktu the yang sulit berapa banyak terrorists bukti yg kita butuhkan untuk melihat in How seberapa much jahat Left?
"I submitted my post about the Pro-Life Movement being antithetical to the way of Jesus to the Washington Post's 
 

In hopes of grabbing the editor's opinion, I led with the line ""Jesus would be pro-choice.""

Not holding my breath but fingers crossed.",1,"of crossed. gw menyerahkan pos saya the tentang holding submitted Gerakan Pro-Life menjadi Washington antitetis untuk way jalanan Yesus ke editor's I Washington Post's Dengan harapan meraih pendapat editor, saya dipimpin dengan baris ""Yesus akan pro-choice."" tdk memegang napas saya tapi breath jari menyeberang."
