text,tweet_translated,labels
"Indeed, something has gone seriously awry in California when its attorney general spends his time attacking, instead of defending, Americans freedom of speech and religious liberty. More from me and @SenTomCotton on Biden's unqualified @HHSGov nominee, Xavier Becerra. https://t.co/PklqCD7rGa","something Memang, sesuatu California telah terjadi More dengan serius di @SenTomCotton California religious ketika jaksa agung menghabiskan waktunya untuk menyerang, bukannya membela, kebebasan seriously ngomong Amerika dan https://t.co/PklqCD7rGa kebebasan beragama. defending, lebih dari saya dan @SenTomCotton pada nominasi speech Biden yang tidak memenuhi syarat @HHSSGov, Xavier Bererra. https://t.co/PklqCD7rGa",0
No better place to host the @FIFAWorldCup than Kansas City! Visit https://t.co/P3bgCMr2YA and sign the petition. https://t.co/iV6lGcDLlP,tdk ada Kansas tempat yang lebih baik untuk menjadi tuan rumah @FIFA WorldCup daripada and Visit Kansas City! Kunjungi https://t.co/P3bgCMr2YA dan than tanda tangani petisi. https://t.co/iV6lGcLP,0
BREAKING: The Biden admin is implementing my bill to make sure first responders and ambulance providers still get paid for treating patients outside of emergency rooms. This is a commonsense fix that will provide immediate relief to those on the front lines of the pandemic.,Biden admin bill menerapkan tagihan commonsense to of gw untuk get memastikan para responden pertama dn admin penyedia ambulans masih dibayar untuk mengobati relief pasien immediate di fix sure luar ruang The gawat darurat.,1
"We must not view the broad goals envisioned by Bidenand many in Congress as a ""wish list,"" they are a requirement. Rebuilding our infrastructure and  ensuring families have access to health careand education are fundamental to our future. I'll work w/my colleagues to make that a reality.","Kita tdk boleh ngeliat tujuan-tujuan luas yang diimpikan oleh fundamental Bidenand banyak org ensuring di Kongres sebagai ""daftar keinginan,"" itu adalah persyaratan. membangun kembali infrastruktur kita dan reality. memastikan keluarga-keluarga memiliki akses ke layanan that kesehatan our dn pendidikan are fundamental goals untuk masa view depan kita. gw akan bekerja w/rekan-rekan saya to untuk membuat itu menjadi families I'll kenyataan.",1
"The crisis at the border is heartbreaking. Childrens lives are put in danger every day by smugglers who are getting rich off of the Biden administrations weak policies. We must call it what it is: a border crisis, a health crisis, a humanitarian crisis. https://t.co/RpFciEwFeA","Krisis di Biden perbatasan must super memilukan. who Childrens kehidupan anak-anak berada dalam it bahaya a setiap call hari oleh penyelundup yg menjadi kaya dari kbijakan pemerintah Biden yang lemah. border kita musti are menyebutnya sebagai policies. krisis are perbatasan, krisis kesehatan, krisis kemanusiaan. https://t.co/RpFciEWFEA.",0
Destroyers play a critical role all around the world. The U.S. should continue investing in this critical asset to ensure we maintain our competitive edge. https://t.co/7FrqUJ8R79,Penghancur memainkan role peran critical penting investing we di ensure all seluruh dunia.,0
"The United States is a symbol of freedom around the world. Today, I passed my annual resolution honoring our Pledge of Allegiance and the hope and perseverance that it embodies. God bless America! https://t.co/hnH96O7pTc","Amerika Serikat adalah simbol kebebasan di seluruh dunia the hari ini, aku melewati resolusi tahunanku I untuk menghormati janji Allegiance annual kita dn God harapan dan America! ketekunan bahwa itu terwujud Tuhan States memberkati the my Amerika!",0
"My amendment to this years defense authorization bill increased defense spending by % above inflation, beyond @POTUSs budget request and passed almost unanimously. As inflation and  threat environment worsen, this increase should be considered a floor, not a ceiling. #FY22NDAA","As Amandemen saya untuk tahun ini RUU this otorisasi @POTUSs pertahanan meningkat threat pengeluaran pertahanan oleh % unanimously. di be ceiling. #FY22NDAA atas inflasi, di luar permintaan anggaran @PUTUS dan spending melewati hampir bulat. sebagai inflasi dan ancaman lingkungan memburuk, peningkatan ini musti dianggap sebagai lantai, bukan by langit-langit. #FY22DAA",0
"The death toll is rising sadly - horribly. U.S. service members were killed in action in the suicide attack. Marines and a Navy medic, U.S. officials tell Fox News https://t.co/bDf0DZorR0","Korban tewas meningkat dengan sedih - mengerikan tell anggota pelayanan AS tewas action attack. dalam serangan medic, bunuh diri Marinir dn in medis Angkatan Laut, pejabat AS memberitahu Fox sadly News Fox https://t.co/bDf0DZorR0",0
Envi una carta a los miembros de las delegaciones del Congreso de estos estados instndolos a rechazar el imprudente proyecto de ley. S que los republicanos harn lo correcto y votarn contra estos recortes. Necesitamos que los demcratas hagan lo correcto y se unan a nosotros.,Envi una instndolos carta a a los miembros contra de las proyecto y delegaciones del Congreso de estostrados y estos carta instndoos a rechazar que el imprudoente miembros se proyecto de ley.,0
Other Senate Democrats face risks in voting for Build Back Better https://t.co/0NMfes8mVF,Senat Demokrat lainnya voting menghadapi risiko for dalam voting untuk membangun Other kembali https://t.co/0NMfes8mVF,0
The Democrat House Managers have not proven their case. Trump will be acquitted. https://t.co/wJZcxJ393U,Manajer rumah case. Demokrat House belum membuktikan kasus mereka. Democrat Trump akan dibebaskan. https://t.co/wJZcxJ393U,0
Racist policies have robbed Black farmers of opportunity for decades thats why @SenBooker and I have the Justice for Black Farmers Act. Heaven forbid we start to address that problem because it might be just a smidge inconvenient for wealthy bankers. https://t.co/MbWvNlrWEK,Kebijakan Rasis telah merampas kesempatan para petani forbid for kulit Act. hitam selama beberapa dekade itulah mengapa @SenBooker for dan address saya memiliki thats Keadilan to bankers. bagi it Undang-Undang Heaven Petani Hitam.,1
"On this day in , LBJ signed Medicare and Medicaid into law, transforming access to health care for so many Americans. Today, we celebrate that groundbreaking legislation and commit to expanding affordable health care to ALL Americansbecause health care is a human right.","Pada into health hari ini, LBJ commit menandatangani Layanan Kesehatan this dn Layanan Kesehatan ke dalam hukum, mengubah akses to ke layanan legislation kesehatan so bagi we On ALL begitu banyak orang Amerika.",1
Its simple: everyone should have access to #PaidLeave. Weve got to pass the Healthy Families Act now.,Sederhananya: setiap org musti memiliki to simple: akses ke now. the #Paid Leave.,1
"Good luck to Abby Gustaitis from White Hall, Md.! #MadeInMD https://t.co/ZqrBtgY5MB","https://t.co/ZqrBtgY5MB Good luck untuk Abby Gustaitis dari White Hall, Md.! #MadeInMD Abby https://t.co/ZqrBtgY5MB",1
Thank you @ToysForTots_USA for bringing the joy of the Christmas season to children across America! https://t.co/wCLu4s50Ys,Terima kasih @ToysForTots_USA untuk bringing membawa sukacita musim you Natal America! kepada anak-anak di seluruh https://t.co/wCLu4s50Ys Amerika! https://t.co/wClu4s50Ys,0
"With the new @CDCgov guidance ending mask-wearing for vaccinated individuals, there has never been a better time to get your COVID-19 vaccine. Register today! https://t.co/3XotVJwG0s","Dengan panduan baru has @CDCgov berakhir make topeng untuk individu With yg divaksinasi, tidak pernah ada waktu yg your lebih get baik untuk mendapatkan vaksin mask-wearing COVID-19 Anda. Register hari never ini! https://t.co/3XotVJwG0s",0
"By April th, over % of Americans will be eligible to get vaccinatedand theyllbe able to do sowithin miles of their home. This is great news in our fight to end this pandemic, but its not over yetas variants spread. We must remain vigilant to keep communities safe. https://t.co/Eu3hpUcNnm","Pada By end get bulan April th, lebih dari % dari Amerika akan memenuhi syarat untuk sowithin mendapatkan vaksinasi dn mereka akan bisa melakukan sowithin mil rumah mereka. keep Ini adalah news besar dalam this perjuangan kita untuk to eligible mengakhiri pandemi ini, tetapi blm over yetas varian menyebar. Kita musti tetap waspada its untuk menjaga remain komunitas be tetap over aman. http://t.co/EhpUnm",1
"BREAKING: Senate Democrats just passed the American Rescue Plan and big, bold COVID relief for people across this country.",Senat Plan Demokrat baru saja melewati Rencana Penyelamatan Amerika dn bantuan Senate CoVID yg Rescue besar dn berani across bagi orang-orang di seluruh negeri ini.,1
"years ago, Congress passed the Wounded Warrior Act to ensure service members returning home would receive the care they needed, but we're still falling short. We need to continue advocating for these patriots and fight harder to improve the quality of care they receive.","Beberapa they tahun yang lalu, Kongres mengeluarkan of Undang-Undang Pejuang short. Act Terluka untuk memastikan for anggota pelayanan yg kembali to ke rumah the bakal menerima perawatan yang mereka butuhkan, tapi kita masih kekurangan. kita musti terus mendukung para patriot ini we're dn need berjuang returning lebih keras untuk meningkatkan kualitas perawatan receive yg mereka terima.",1
https://t.co/XjL8PoNYFb,https://t.co/XjL8PoNYFb https://t.co/XjL8PoNYFb,0
"Today we stand with the people of Ukraine in honoring the sacrifice of the ""Heavenly Hundred. These Ukrainian patriots sacrificed their livesin during the Revolution of Dignityin the cause of freedom and democracy for their nation.","of Hari ini sacrifice ""Heavenly kita berdiri bersama rakyat Ukraina untuk in democracy menghormati pengorbanan 100 with of orang pejuang Ukraina yg their mengorbankan nyawa mereka selama Revolusi Martabat karena kebebasan dan demo bagi stand bangsa mereka.",0
The expansion of telehealth and new flexibilities for Medicare have allowed more Americans to get quality care from the comfort and safety of their own homes. It's undeniable that some of these changes should remain. I'll be working to make that a reality.,perluasan telekesehatan dan keleluasaan baru more untuk Layanan Kesehatan own telah remain. flexibilities that memungkinkan lebih banyak new org Amerika untuk mendapatkan perawatan berkualitas dari kenyamanan dan keamanan rumah working have mereka sendiri tdk bisa disangkal bahwa Americans beberapa dari perubahan safety ini harus tetap.,1
Illinois is a big winner in the bipartisan infrastructure package. $ B for highways $4B for transit $1.7B for drinking and waste water improvements $1.4B for bridges $616M for airports $149M for electric vehicle infrastructure $100M for expanded broadband,"bipartisan Illinois infrastructure adalah for pemenang besar dalam paket infrastruktur bipartisan. $ B untuk jalan raya $ 4,7B for untuk transit $ for 1,7B electric untuk ngopi dn limbah perbaikan the air untuk big jembatan $ 616M untuk bandara 149M waste untuk infrastruktur kendaraan listrik $100M untuk pengembangan broadband",1
Remember when Republicans opposed the #AmericanRescuePlan and said it had nothing to do with #COVID19? Well Wisconsin is getting over $4 million that I worked for to fight COVID variants. https://t.co/TNIUDR0YSO,Ingat ketika Republik variants. menentang the #AmericanRescuePlan it dan fight and mengatakan that itu tidak ada hubungannya for dengan #COVID19?,1
"So much for Biden being the 'unity' President. Before President Biden we had unity in COVID relief, but no more. So sad.","Begitu banyak untuk no 'unity' Biden menjadi Presiden 'Kesatuan' sebelum Presiden unity Biden kita but bersatu dalam bantuan COVID, tapi we tdk ada lagi.",0
"Great to see Josh today at his small business @MakersLV, a staple in our community. I will always support the amazing small business owners like Josh who do so much forand to enrichour communities. https://t.co/FBITvJeL6d","like Senang ngeliat Josh hari ini di bisnis kecilnya @MakersLV, much sebuah staple will di our komunitas kami. gw bakal forand selalu mendukung pemilik bisnis kecil yang menakjubkan https://t.co/FBITvJeL6d seperti Josh yang melakukan I begitu banyak forand so untuk memperkaya masyarakat. https://t.co/FBITvJeL6d",1
